id,Value
0,997.6280334725653
1,942.7507887821373
2,920.430461745447
3,886.5959335503719
4,841.0082394093225
5,819.3836202169374
6,824.2957287601826
7,532.7607128683758
8,-170.55806698692697
9,-170.55806698692697
10,-38.39128079561408
11,905.3153487499802
12,913.82178601741
13,840.0306608950699
14,801.0820370118734
15,844.3308326738647
16,851.454495211179
17,844.1203310264568
18,862.8702866499613
19,887.3100072004872
20,958.4217588473257
21,961.2984035282466
22,972.2284063697136
23,974.0848721707034
24,917.8866436600737
25,895.6547206220425
26,878.3206081603075
27,842.1210458970072
28,813.737746691481
29,804.5964278267829
30,932.8652824535444
31,915.5700975420779
32,879.190556739759
33,850.419954059294
34,832.2611582623384
35,832.5913550751695
36,870.7431083381929
37,861.3649310065329
38,812.4083610849635
39,883.7842185562611
40,875.9645186775053
41,886.9311532726043
42,866.4128661758323
43,853.8014431198415
44,847.8531776576597
45,862.6588702079804
46,903.6749963307105
47,890.137530050106
48,897.7725811472545
49,883.5403445725876
50,861.1147603282288
51,876.5282131225057
52,924.5834385677118
53,907.9088308711707
54,958.2707982262614
55,917.5504161054636
56,922.6398459541307
57,892.8852601509598
58,878.7244925965668
59,826.5185185021221
60,812.6824675928741
61,819.9332912292773
62,851.9259130566364
63,824.1920234300308
64,785.7751732391555
65,745.3532262577501
66,704.5997811377116
67,643.487787736318
68,689.2234422431866
69,729.2308122041741
70,459.1284298452656
71,-160.2038912505035
72,-160.2038912505035
73,-47.016245011090746
74,755.2903578385317
75,767.7034198649073
76,726.1569682111601
77,703.7589722073807
78,721.1881282491042
79,726.6054065206878
80,724.7115058637224
81,731.0407419329478
82,746.1736057883038
83,777.577775130595
84,778.4203808426564
85,781.9875420487208
86,784.6178559614027
87,760.9534559605199
88,747.3541384045436
89,737.543932754056
90,713.6782838973261
91,696.7304590216057
92,697.2115099192852
93,762.5804785376362
94,758.4802621427139
95,741.947993810758
96,728.310273171753
97,715.9012524777178
98,717.1324982875185
99,739.68526557731
100,738.3701629141116
101,697.5391450575665
102,752.9104561825341
103,751.2710837556162
104,756.5957603549731
105,748.904316631216
106,744.4878576666806
107,742.2214830063102
108,746.8717069267798
109,765.999802160151
110,761.7440661191868
111,766.3053182071253
112,759.9761207296564
113,751.6922978921565
114,756.5450306526576
115,781.7371880540468
116,775.5927563384337
117,795.0872282292435
118,778.6505243681353
119,777.6162488965657
120,765.2684705063997
121,758.348441993387
122,729.0434953890574
123,721.2821185524814
124,730.1066161367556
125,743.7541776372775
126,576.6616711638407
127,564.3629913491014
128,631.2907187472582
129,643.034872904363
130,633.1600564408449
131,632.4377924011834
132,638.837284154102
133,408.66014935492274
134,-143.21913063409545
135,-143.21913063409545
136,-46.16086568496644
137,634.620365332973
138,651.5360602886668
139,642.3849579748819
140,636.579398702258
141,627.5437543799843
142,631.3532613808442
143,635.0944559073266
144,628.6245551016831
145,634.5110948727802
146,625.3678366846716
147,624.1080126852612
148,620.0818940297679
149,623.6097949208938
150,633.2357597091207
151,628.2273791318795
152,625.9724025814772
153,614.2342494683799
154,608.7020345845918
155,619.2769205843108
156,620.932963205054
157,630.5166014682095
158,634.2237277459544
159,635.9836802169524
160,629.1857064564821
161,631.4014312690707
162,638.3635809785027
163,645.4497189647951
164,611.7767912444357
165,652.2195241566726
166,656.9987752048253
167,656.5907252281469
168,662.0786585499594
169,666.0988707894184
170,667.6136403712112
171,661.7816170092577
172,658.6189089997099
173,663.9433815987945
174,665.4363648741519
175,667.1747523913732
176,673.4278576381901
177,667.3806127617694
178,669.4615841699756
179,674.1423649059908
180,661.9536024927563
181,670.4058887427678
182,662.9237535489856
183,668.3979411049822
184,668.8322777983415
185,662.5420769876464
186,660.8859358064364
187,671.6508338928318
188,666.5368013033964
189,1106.7467434850198
190,953.4423521412944
191,868.0129297909685
192,790.5473903359389
193,704.320936923341
194,761.4546519466612
195,791.129524892951
196,492.49467395187446
197,-171.23332525953504
198,-171.23332525953504
199,-43.329763254003296
200,875.7835214916264
201,878.9193226894431
202,785.994821615018
203,737.4130926661569
204,798.7539764643892
205,806.327030990652
206,794.8696519907578
207,822.6825150550128
208,852.0951511479552
209,950.22555628377
210,954.6202807336456
211,970.9549782567949
212,971.717596696176
213,893.020528851555
214,866.0994643281806
215,844.321076519828
216,802.197909554307
217,767.4162987262273
218,750.3118587222355
219,918.647022279006
220,891.2649660098211
221,841.5266875404612
222,802.7511288806629
223,782.0554426604754
224,781.4324231654145
225,828.4109821541714
226,812.6607207360427
227,764.1947346261106
228,838.9874445058382
229,826.3940202318139
230,841.048761342468
231,811.373361945413
232,792.8244843560117
233,784.2579578476223
234,806.5654981377343
235,862.1571947497752
236,841.7642913220118
237,851.1181691043009
238,831.5221695766102
239,798.966440929324
240,822.1781364279559
241,884.546321989874
242,860.3244811641358
243,932.5504502632305
244,874.8220080212434
245,885.1065887466091
246,843.2594271379676
247,824.380572441006
248,758.5501425913458
249,741.0980026372407
250,745.5163150047158
251,790.1423555624262
