id,Value
0,1008.6370108337426
1,936.9400403634608
2,903.5184265245706
3,867.3625696101554
4,869.5331962979159
5,833.2738405596058
6,819.2116964609625
7,534.8066927043295
8,-164.50643043866592
9,-164.50643043866592
10,-32.98809905865869
11,906.2803421596288
12,914.577742838954
13,840.4424067831491
14,801.3273960523691
15,845.0037279615325
16,852.1147355841857
17,844.6734308823357
18,863.6487673966958
19,888.1577105143975
20,959.8828419289546
21,962.7982549264439
22,973.8636323939652
23,975.6770464631425
24,918.9564374417525
25,896.6561133405127
26,879.242794442963
27,842.9880451030863
28,814.5039025983756
29,805.1363385341915
30,934.226998051546
31,916.6672201590009
32,879.9891020354971
33,851.0007462082694
34,832.8285330586632
35,833.12616700656
36,871.420903580937
37,861.8696233673895
38,813.1175147065751
39,884.3309290646494
40,876.384601609244
41,887.4301172397437
42,866.6901601724684
43,853.9323420169072
44,847.9210089681557
45,862.9160107059586
46,904.2528218227689
47,890.5423875161247
48,898.2044895442637
49,883.8509271252319
50,861.1790680942485
51,876.7892219099022
52,925.1294289647152
53,908.2712126478539
54,959.157174399331
55,918.0351149609905
56,923.2755115782197
57,893.2384254317369
58,878.9772534943756
59,826.524869862689
60,812.6233419633068
61,819.7532821736118
62,852.0375486393398
63,860.1230572700961
64,780.1259969301825
65,753.7741862745231
66,714.0312502987085
67,728.0379778370262
68,714.2249528939568
69,710.6587193034173
70,458.5767913038044
71,-164.3182455875957
72,-164.3182455875957
73,-50.440418759054296
74,756.8323251527667
75,769.2566321293547
76,727.184788801346
77,704.5125123053133
78,722.294374554526
79,727.7532742552246
80,725.7926925308284
81,732.2827774312683
82,747.580771678755
83,779.5471105629113
84,780.415224824474
85,784.0769420898021
86,786.7102195496741
87,762.5940841848545
88,748.8434763934682
89,738.9101796049066
90,714.8093316805969
91,697.6656756085077
92,698.0452315505479
93,764.3717875276682
94,760.1119587632847
95,743.2951118075003
96,729.4359772658271
97,716.9118025991552
98,718.1386367127756
99,740.9561069500106
100,739.5485801876315
101,698.4548225079084
102,754.2360926444419
103,752.5231669598046
104,757.9314238006988
105,750.0689123558219
106,745.545295601181
107,743.2295651998986
108,748.0090502741346
109,767.4548316432042
110,763.0809315521117
111,767.694846828208
112,761.2534219256781
113,752.7818365418211
114,757.7690613259133
115,783.3154318843331
116,777.031291561142
117,796.941663356726
118,780.1730446064878
119,779.200234929328
120,766.6121074341413
121,759.584442997175
122,729.9072183405075
123,722.0471433378444
124,730.8925882602995
125,744.79617676941
126,544.1509767523322
127,565.4834692233367
128,635.2716076835216
129,656.2477347457414
130,629.0233581949319
131,623.6781435443808
132,630.8440602597016
133,410.8153141847867
134,-136.411101285393
135,-136.411101285393
136,-40.12451747344255
137,635.3357036919354
138,652.0370040831107
139,642.6213523264984
140,636.6912181022252
141,628.0329479654889
142,631.8228153629823
143,635.4659086244484
144,629.1990259773308
145,635.1290930333917
146,626.5181136944116
147,625.2935626477093
148,621.389721202389
149,624.8733615144238
150,634.0416171319691
151,628.988293092924
152,626.6727978158432
153,614.9167887644086
154,609.3138865694267
155,619.675219688833
156,622.0111571136916
157,631.3517020617081
158,634.8015068088349
159,636.376050488186
160,629.5831663945042
161,631.7664963725476
162,638.8309805329582
163,645.7561293528785
164,612.333857393407
165,652.5447120237426
166,657.2071637814138
167,656.8657293604901
168,662.1560805181873
169,666.0448591220883
170,667.5035258148978
171,661.8429787582214
172,658.9546871334495
173,664.1224951321088
174,665.6344186020893
175,667.2676896578802
176,673.3009085372714
177,667.4318056073936
178,669.7449450295079
179,674.2617458708063
180,662.5381635508055
181,670.6359886752376
182,663.2973692352618
183,668.5233882658507
184,668.8731361661005
185,662.3929293642809
186,660.6862623566021
187,671.324828695098
188,666.4657127685778
189,1138.4345431795034
190,944.1363390081501
191,853.4740359922016
192,797.9439359225528
193,809.0953490231535
194,784.8755029333588
195,763.1434060108925
196,492.9697944079992
197,-168.4705708515056
198,-168.4705708515056
199,-40.99871254239497
200,875.0287512100501
201,878.1396781684077
202,785.468492993494
203,737.0202037827161
204,798.2086912384582
205,805.7580894285477
206,794.3271565816082
207,822.0732537507522
208,851.4027703944618
209,949.2841569728404
210,953.6685652034959
211,969.9642730990602
212,970.7214182274356
213,892.2217997424315
214,865.3764404586776
215,843.6575298043224
216,801.6566537733239
217,766.9719303183679
218,749.9020657981264
219,917.7930099486969
220,890.4735258281862
221,840.8623761836523
222,802.1870370986155
223,781.5524475002792
224,780.9288878270372
225,827.7770851530904
226,812.0612684990515
227,763.7558137058132
228,838.3121180622147
229,825.7471063681128
230,840.3637179820009
231,810.7609468651534
232,792.2568862921586
233,783.7113939859322
234,805.9660160395327
235,861.4146586533802
236,841.0701384106547
237,850.397954999416
238,830.8517688290993
239,798.3754892755497
240,821.5321008885301
241,883.7342605596263
242,859.5715028665948
243,931.619556033341
244,874.0345856929421
245,884.2994814677663
246,842.556963980145
247,823.7273190920694
248,758.0761561752145
249,740.6715299828742
250,745.0676428319798
251,789.5813789030406
