id,Value
0,1030.1120472133166
1,907.3253311623612
2,869.1480394797655
3,880.2959858187315
4,865.8978755414969
5,839.0799927151252
6,823.9556349800771
7,538.509468075627
8,-163.01613930037
9,-163.01613930037
10,-30.710401792541916
11,914.8644096841942
12,922.6162700724624
13,845.5243968300229
14,804.9033680951045
15,851.1171955097326
16,858.3501014803818
17,850.3550431782267
18,870.5731279706997
19,895.9016936461036
20,971.4798002107912
21,974.6008097229486
22,986.4048558455784
23,988.1083648656479
24,928.2086909051375
25,905.1434284179451
26,887.0414809980226
27,849.7414466266213
28,820.2325455096727
29,809.8444045315581
30,944.8707252632507
31,925.9625607705296
32,887.3675573300219
33,856.9287264321139
34,838.2830076399987
35,838.472336469499
36,878.1710060504598
37,867.7829820872125
38,818.6118516558157
39,890.9195964620294
40,882.3386862424993
41,893.9224004393458
42,871.9114655649896
43,858.3362876997489
44,851.9607548858766
45,867.9774906693373
46,911.4186669133086
47,896.7744648530231
48,904.7119550788234
49,889.5923773171393
50,865.5171431266192
51,882.189621097117
52,932.6719703421647
53,914.7685231034234
54,968.7024840688368
55,925.1943564105062
56,931.0920698401726
57,899.3506988973037
58,884.3997458214169
59,829.845376696124
60,815.38615223643
61,822.2552728103492
62,856.3288774310449
63,877.2519824140317
64,744.5921122590572
65,716.9507292093357
66,742.9001792351431
67,732.0487158084571
68,717.8200520409162
69,713.7075951758944
70,458.92221856937175
71,-170.47835157312056
72,-170.47835157312056
73,-55.22548492563806
74,762.1461747563459
75,774.4142808684458
76,730.5417350904929
77,706.941378801891
78,726.108883840269
79,731.6745080071082
80,729.4282843292964
81,736.5776431635686
82,752.4065349319807
83,786.5201683675696
84,787.4955578943295
85,791.547428117034
86,794.1503733165948
87,768.2822217146281
88,754.0407310381338
89,743.6868505602791
90,718.8688959048111
91,701.0787646493231
92,700.9667023068868
93,770.7502242667285
94,765.7993434995221
95,747.9062349490091
96,733.2228201143666
97,720.3597891751712
98,721.5448005955451
99,745.2421108340667
100,743.4165295750802
101,701.761167473046
102,758.5596302359143
103,756.5240244459061
104,762.2404487852228
105,753.6930038606597
106,748.733555865372
107,746.2210101733192
108,751.5376693448991
109,772.1735589035977
110,767.3086812685799
111,772.0963863396516
112,765.2273034422175
113,756.0012664583002
114,761.5471613111054
115,788.3551664290919
116,781.5093343269414
117,803.0714814232567
118,784.999491538309
119,784.3369631534583
120,770.8125554942956
121,763.3890899279352
122,732.4336773816563
123,724.2345957590742
124,733.0307019415602
125,747.9232900404672
126,518.0460954707623
127,568.7151219808829
128,649.5075958478911
129,629.7798533415281
130,622.7612573451985
131,621.9124635305718
132,629.4261924993864
133,409.26924127348
134,-138.39420665307273
135,-138.39420665307273
136,-42.15553403102092
137,632.7232271198919
138,649.63006301397
139,641.1218382802942
140,635.651591599996
141,626.1799215488368
142,629.939403966526
143,633.7636274203393
144,627.0941920354551
145,632.7795579493592
146,622.9428705318423
147,621.6513344031496
148,617.5078527287416
149,621.0331462447522
150,631.2169889658994
151,626.3930339379549
152,624.2886411175987
153,612.836041645111
154,607.5428271853917
155,618.2455215571214
156,618.7254420254718
157,628.5080082108915
158,632.5658886948895
159,634.5984128645242
160,627.9399387607767
161,630.1617337259501
162,636.8006779583432
163,644.0024562448174
164,610.6424931735088
165,650.5933543258396
166,655.4643825499284
167,654.9535161944943
168,660.65325245221
169,664.8063099885094
170,666.3821679624826
171,660.3896094145254
172,656.8356268738648
173,662.3068506579718
174,663.7355631580182
175,665.6123563551494
176,672.0980020824388
177,665.8837316618065
178,667.5300839040752
179,672.3838994109176
180,659.6805397058497
181,668.5431339818485
182,660.9832815381565
183,666.7543954800835
184,667.3211139744146
185,661.4864953541529
186,659.951141263893
187,670.6934560176015
188,665.263338834001
189,1174.694171378276
190,890.4714398968246
191,795.7308711950255
192,844.2471755874831
193,828.5587602145047
194,793.7658316647469
195,770.5008688078012
196,496.39923470578935
197,-174.23923779631355
198,-174.23923779631355
199,-44.545737733974875
200,888.2525836775219
201,890.715347981878
202,793.4639691335601
203,742.670480908045
204,807.6111711631386
205,815.3857501201212
206,803.1547133463466
207,832.7168183408216
208,863.3515384771902
209,966.9787872903493
210,971.6616243966893
211,989.0348255102442
212,989.6626622311888
213,906.444212474114
214,878.3858706174044
215,855.5988459746726
216,811.8886162900762
217,775.5913716318353
218,757.0858628825749
219,933.995201957049
220,904.73248668225
221,852.2538137989393
222,811.3976019822214
223,789.9730121076012
224,789.2086773495903
225,838.2595171126829
226,821.3498840743222
227,772.052506831563
228,848.696450638244
229,835.2197558825784
230,850.6481737659271
231,819.1761907519898
232,799.4752469833614
233,790.3935184385598
234,814.135755017883
235,872.7419801277641
236,851.0378640572216
237,860.7990875918852
238,840.1097179495963
239,805.5715599504474
240,830.2750584165517
241,895.7476039534406
242,870.049412056731
243,946.5904139622168
244,885.4766894162341
245,896.6591251535845
246,852.3901817113838
247,832.5191484240223
248,763.613927710783
249,745.3460735425165
250,749.460653036746
251,796.6336035126117
